name,source,page,srd,category,cr,size,ac,hp_average,hp_formula,hit_dice,passive,str,dex,con,int,wis,cha,can_hover,can_fly,can_burrow,speed_walk,speed_fly,speed_swim,speed_climb,speed_burrow,save_con,save_int,save_wis,save_dex,save_cha,save_str,resist_fire,resist_cold,resist_lightning,resist_acid,resist_thunder,resist_poison,resist_necrotic,resist_radiant,resist_force,resist_psychic,resist_bludgeoning,resist_piercing,resist_slashing,resist_nonmagical_attacks,resist_nonmagical_attacks_not_silvered,resist_nonmagical_attacks_not_adamantine,immune_fire,immune_cold,immune_lightning,immune_acid,immune_thunder,immune_poison,immune_necrotic,immune_radiant,immune_force,immune_psychic,immune_bludgeoning,immune_piercing,immune_slashing,immune_nonmagical_attacks,immune_nonmagical_attacks_not_silvered,immune_nonmagical_attacks_not_adamantine,conditionImmune_charmed,conditionImmune_exhaustion,conditionImmune_frightened,conditionImmune_paralyzed,conditionImmune_poisoned,conditionImmune_grappled,conditionImmune_petrified,conditionImmune_prone,conditionImmune_restrained,conditionImmune_unconscious,conditionImmune_blinded,conditionImmune_deafened,conditionImmune_stunned,conditionInflict_charmed,conditionInflict_exhaustion,conditionInflict_frightened,conditionInflict_paralyzed,conditionInflict_poisoned,conditionInflict_grappled,conditionInflict_petrified,conditionInflict_prone,conditionInflict_restrained,conditionInflict_unconscious,conditionInflict_blinded,conditionInflict_deafened,conditionInflict_stunned,traitTags_Amphibious,traitTags_Keen Senses,traitTags_Legendary Resistances,traitTags_Magic Resistance,traitTags_Pounce,traitTags_Magic Weapons,traitTags_Antimagic Susceptibility,traitTags_False Appearance,traitTags_Sneak Attack,traitTags_Illumination,traitTags_Pack Tactics,traitTags_Death Burst,traitTags_Incorporeal Movement,traitTags_Devil's Sight,traitTags_Reckless,traitTags_Undead Fortitude,traitTags_Amorphous,traitTags_Spider Climb,traitTags_Regeneration,traitTags_Charge,traitTags_Brute,traitTags_Damage Absorption,traitTags_Immutable Form,traitTags_Light Sensitivity,traitTags_Turn Immunity,traitTags_Hold Breath,traitTags_Shapechanger,traitTags_Ambusher,traitTags_Fey Ancestry,traitTags_Sunlight Sensitivity,traitTags_Web Walker,traitTags_Siege Monster,traitTags_Web Sense,traitTags_Rejuvenation,traitTags_Flyby,traitTags_Turn Resistance,traitTags_Rampage,traitTags_Water Breathing,traitTags_Spell Immunity,traitTags_Aggressive,atk1_type,atk1_tohit,atk1_avg_dmg,atk1_dmg_roll,atk1_reach,atk1_range,atk2_type,atk2_tohit,atk2_avg_dmg,atk2_dmg_roll,atk2_reach,atk2_range,atk3_type,atk3_tohit,atk3_avg_dmg,atk3_dmg_roll,atk3_reach,atk3_range,spellcasting_Spellcasting,spellcasting_Innate Spellcasting,spellcasting_level,spellcasting_dc,spellcasting_atk,innate_spellcasting_dc,innate_spellcasting_atk,senseTags_SD,senseTags_D,senseTags_B,senseTags_U,senseTags_T,skill_perception,skill_history,skill_stealth,skill_medicine,skill_religion,skill_persuasion,skill_insight,skill_deception,skill_arcana,skill_athletics,skill_acrobatics,skill_survival,skill_intimidation,skill_investigation,skill_nature,skill_performance,skill_sleight of hand,skill_animal handling
Worg,MM,341,1,monstrosity,0.5,L,13,26,4d10 + 4,4,14,16,13,13,7,11,8,0,0,0,50,0,0,0,0,1,-2,0,1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,10,2d6 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,4,-2,1,0,-2,-1,0,-1,-2,3,1,0,-1,-2,-2,-1,1,NA
Wraith,MM,302,1,undead,5,M,13,67,9d8 + 27,9,12,6,16,16,12,14,15,1,1,0,0,60,0,0,0,3,1,2,3,2,-2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,6,21,4d8 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,2,1,2,2,2,1,-2,3,2,2,1,1,2,3,NA
Wyvern,MM,303,1,dragon,6,L,13,110,13d10 + 39,13,14,19,10,16,5,12,6,0,1,0,20,80,0,0,0,3,-3,1,0,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,11,2d6 + 4,10,NA,mw,7,13,2d8 + 4,5,NA,mw,7,11,2d6 + 4,10,NA,0,0,0,0,0,0,0,0,1,0,0,0,4,-3,0,1,-3,-2,1,-2,-3,4,0,1,-2,-3,-3,-2,0,NA
Xorn,MM,304,1,elemental,5,M,19,73,7d8 + 42,7,16,17,10,22,11,10,11,0,0,1,20,0,0,0,20,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,13,3d6 + 3,5,NA,mw,6,6,1d6 + 3,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NA
Yeti,MM,305,0,monstrosity,3,L,12,51,6d10 + 18,6,13,18,13,16,8,12,7,0,0,0,40,0,0,40,0,3,-1,1,1,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,7,1d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,3,-1,3,1,-1,-2,1,-2,-1,4,1,1,-2,-1,-1,-2,1,NA
Yochlol,MM,65,0,fiend,10,M,15,136,16d8 + 64,16,12,15,14,18,13,15,15,0,0,0,30,0,0,30,0,4,5,6,6,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,mw,6,5,5d1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,14,NA,1,0,0,0,0,2,1,2,2,1,2,6,10,1,2,2,2,2,1,1,2,2,NA
Young Black Dragon,MM,88,1,dragon,7,L,18,127,15d10 + 45,15,16,19,14,17,12,11,15,0,1,0,40,80,40,0,0,6,1,3,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,15,2d10 + 4,10,NA,mw,7,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,6,1,5,0,1,2,0,2,1,4,2,0,2,1,1,2,2,NA
Young Blue Dragon,MM,91,1,dragon,9,L,18,152,16d10 + 64,16,19,21,10,19,14,13,17,0,1,1,40,80,0,0,20,8,2,5,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,9,16,2d10 + 5,10,NA,mw,9,12,2d6 + 5,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,9,2,4,1,2,3,1,3,2,5,0,1,3,2,2,3,0,NA
Young Brass Dragon,MM,105,1,dragon,6,L,17,110,13d10 + 39,13,16,19,10,17,12,11,15,0,1,1,40,80,0,0,20,6,1,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,15,2d10 + 4,10,NA,mw,7,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,6,1,3,0,1,5,0,2,1,4,0,0,2,1,1,2,0,NA
Young Bronze Dragon,MM,108,1,dragon,8,L,18,142,15d10 + 60,15,17,21,10,19,14,13,17,0,1,0,40,80,40,0,0,7,2,4,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,8,16,2d10 + 5,10,NA,mw,8,12,2d6 + 5,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,7,2,3,1,2,3,4,3,2,5,0,1,3,2,2,3,0,NA
Young Copper Dragon,MM,112,1,dragon,7,L,17,119,14d10 + 42,14,17,19,12,17,16,13,15,0,1,0,40,80,0,40,0,6,3,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,15,2d10 + 4,10,NA,mw,7,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,7,3,4,1,3,2,1,5,3,4,1,1,2,3,3,2,1,NA
Young Gold Dragon,MM,115,1,dragon,10,L,18,178,17d10 + 85,17,19,23,14,21,16,13,20,0,1,0,40,80,40,0,0,9,3,5,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,10,17,2d10 + 6,10,NA,mw,10,13,2d6 + 6,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,9,3,6,1,3,9,5,5,3,6,2,1,5,3,3,5,2,NA
Young Green Dragon,MM,94,1,dragon,8,L,18,136,16d10 + 48,16,17,19,12,17,16,13,15,0,1,0,40,80,40,0,0,6,3,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,15,2d10 + 4,10,NA,mw,7,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,7,3,4,1,3,2,1,5,3,4,1,1,2,3,3,2,1,NA
Young Red Dragon,MM,98,1,dragon,10,L,18,178,17d10 + 85,17,18,23,10,21,14,11,19,0,1,0,40,80,0,40,0,9,2,4,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,10,17,2d10 + 6,10,NA,mw,10,13,2d6 + 6,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,8,2,4,0,2,4,0,4,2,6,0,0,4,2,2,4,0,NA
Young Red Shadow Dragon,MM,85,0,dragon,13,L,18,178,17d10 + 85,17,18,23,10,21,14,11,19,0,1,0,40,80,0,40,0,10,2,5,5,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,11,17,2d10 + 6,10,NA,mw,11,13,2d6 + 6,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,10,2,10,0,2,4,0,4,2,6,0,0,4,2,2,4,0,NA
Young Remorhaz,MM,258,0,monstrosity,5,L,14,93,11d10 + 33,11,10,18,13,17,3,10,4,0,0,1,30,0,0,0,30,3,-4,0,1,-3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,20,3d10 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,-4,1,0,-4,-3,0,-3,-4,4,1,0,-3,-4,-4,-3,1,NA
Young Silver Dragon,MM,118,1,dragon,9,L,18,168,16d10 + 80,16,18,23,10,21,14,11,19,0,1,0,40,80,0,0,0,9,2,4,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,10,17,2d10 + 6,10,NA,mw,10,13,2d6 + 6,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,8,6,4,0,2,4,0,4,6,6,0,0,4,2,2,4,0,NA
Young White Dragon,MM,101,1,dragon,6,L,17,133,14d10 + 56,14,16,18,10,18,6,11,12,0,1,1,40,80,40,0,20,7,-2,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,15,2d10 + 4,10,NA,mw,7,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,6,-2,3,0,-2,1,0,1,-2,4,0,0,1,-2,-2,1,0,NA
Yuan-ti Abomination,MM,308,0,monstrosity,7,L,15,127,15d10 + 45,15,15,19,16,17,17,15,18,0,0,0,40,0,0,0,0,3,3,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,7,1d6 + 4,5,NA,mw,7,11,2d6 + 4,10,NA,mw,7,11,2d6 + 4,5,NA,0,0,0,0,0,0,0,0,1,0,0,0,5,3,6,2,3,4,2,4,3,4,3,2,4,3,3,4,3,NA
Yuan-ti Malison (Type 1),MM,309,0,monstrosity,3,M,12,66,12d8 + 12,12,11,16,14,13,14,12,16,0,0,0,30,0,0,0,0,1,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,5,1d4 + 3,5,NA,mw,5,6,1d6 + 3,5,NA,rw,4,6,1d8 + 2,NA,150,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,1,2,3,1,5,2,3,2,1,3,2,2,3,2,NA
Yuan-ti Malison (Type 2),MM,309,0,monstrosity,3,M,12,66,12d8 + 12,12,11,16,14,13,14,12,16,0,0,0,30,0,0,0,0,1,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,5,1d4 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,1,2,3,1,5,2,3,2,1,3,2,2,3,2,NA
Yuan-ti Malison (Type 3),MM,309,0,monstrosity,3,M,12,66,12d8 + 12,12,11,16,14,13,14,12,16,0,0,0,30,0,0,0,0,1,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,5,1d4 + 3,5,NA,mw,5,10,2d6 + 3,5,NA,mw,5,6,1d6 + 3,5,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,1,2,3,1,5,2,3,2,1,3,2,2,3,2,NA
Yuan-ti Pureblood,MM,310,0,humanoid,1,M,11,40,9d8,9,13,11,12,11,13,12,14,0,0,0,30,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,3,4,1d6 + 1,5,NA,rw,3,4,1d6 + 1,NA,80,NA,NA,NA,NA,NA,NA,0,1,0,0,0,12,NA,0,1,0,0,0,3,1,3,1,1,2,1,6,1,0,1,1,2,1,1,2,1,NA
Zombie,MM,316,1,undead,0.25,M,8,22,3d8 + 9,3,8,13,6,16,3,6,5,0,0,0,20,0,0,0,0,3,-4,0,-2,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,3,4,1d6 + 1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,-2,-4,-2,-2,-4,-3,-2,-3,-4,1,-2,-2,-3,-4,-4,-3,-2,NA
Abjurer,VGM,209,0,humanoid,9,M,12,84,13d8 + 26,13,11,9,14,14,18,12,11,0,0,0,30,0,0,0,0,2,8,5,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,3,2,1d6 - 1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,16,8,0,0,0,0,0,0,0,1,8,2,1,4,0,1,0,8,-1,2,1,0,NA,4,0,2,NA
Alhoon,VGM,172,0,undead,10,M,15,120,16d8 + 48,16,17,11,12,16,19,17,17,0,0,0,30,0,0,0,0,7,8,7,1,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ms,8,10,3d6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,16,8,0,0,0,0,0,1,0,7,8,5,3,4,3,7,7,8,0,1,3,3,NA,4,3,1,NA
Annis Hag,VGM,159,0,fey,6,L,17,75,10d10 + 20,10,15,21,12,14,13,14,15,0,0,0,40,0,0,0,0,5,1,2,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,8,15,3d6 + 5,5,NA,mw,8,15,3d6 + 5,5,NA,mw,8,36,9d6 + 5,5,NA,0,0,0,0,0,13,NA,0,1,0,0,0,5,1,1,2,1,2,2,5,1,5,1,2,2,NA,1,2,1,NA
Apprentice Wizard,VGM,209,0,humanoid,0.25,M,10,9,2d8,2,10,10,10,10,14,10,11,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mw,rw",2,2,1d4,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,12,4,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,4,0,0,0,0,NA,2,0,0,NA
Archdruid,VGM,210,0,humanoid,12,M,16,132,24d8 + 24,24,19,10,14,12,12,20,11,0,0,0,30,0,0,0,0,1,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,5,1d6 + 2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,8,17,9,0,0,0,0,0,0,0,9,1,2,9,1,0,5,0,1,0,2,5,0,NA,5,0,2,NA
Archer,VGM,210,0,humanoid,3,M,16,75,10d8 + 30,10,15,11,18,16,11,13,10,0,0,0,30,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,7,1d6 + 4,5,NA,rw,6,8,1d8 + 4,NA,150,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1,0,0,1,0,0,0,6,1,0,NA,0,0,4,NA
Aurochs,VGM,207,0,beast,2,L,11,38,4d10 + 16,4,11,20,10,19,2,12,5,0,0,0,50,0,0,0,0,4,-4,1,0,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,14,2d8 + 5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,1,-4,-3,1,-3,-4,5,0,1,-3,NA,-4,-3,0,NA
